imgname,startx,starty,width,height,label
mechanicalmeter/5C81689.jpg,449,47,40,66,-1
mechanicalmeter/5C81688.jpg,104,47,30,55,8
mechanicalmeter/5C81688.jpg,165,42,36,53,1
mechanicalmeter/5C81688.jpg,237,44,35,53,6
mechanicalmeter/5C81688.jpg,308,38,34,55,8
mechanicalmeter/5C81688.jpg,379,43,33,58,8
mechanicalmeter/5C81688.jpg,453,53,38,57,-1
mechanicalmeter/5C81687.jpg,109,49,29,49,8
mechanicalmeter/5C81687.jpg,165,42,36,53,1
mechanicalmeter/5C81687.jpg,237,45,35,51,6
mechanicalmeter/5C81687.jpg,308,38,34,56,8
mechanicalmeter/5C81687.jpg,384,43,33,55,7
mechanicalmeter/5C81687.jpg,443,47,51,53,-1
mechanicalmeter/5C81686.jpg,104,48,30,53,8
mechanicalmeter/5C81686.jpg,166,39,30,53,1
mechanicalmeter/5C81686.jpg,237,45,35,52,6
mechanicalmeter/5C81686.jpg,307,39,38,59,8
mechanicalmeter/5C81686.jpg,382,53,30,48,6
mechanicalmeter/5C81686.jpg,438,48,56,54,-1
mechanicalmeter/5C81685.jpg,104,48,30,53,8
mechanicalmeter/5C81685.jpg,166,39,31,54,1
mechanicalmeter/5C81685.jpg,237,46,35,51,6
mechanicalmeter/5C81685.jpg,308,37,34,57,8
mechanicalmeter/5C81685.jpg,380,48,32,52,5
mechanicalmeter/5C81685.jpg,449,48,38,56,-2
mechanicalmeter/5C81684.jpg,104,48,30,53,8
mechanicalmeter/5C81684.jpg,166,39,31,53,1
mechanicalmeter/5C81684.jpg,237,44,35,53,6
mechanicalmeter/5C81684.jpg,308,38,33,56,8
mechanicalmeter/5C81684.jpg,382,46,35,51,4
mechanicalmeter/5C81684.jpg,441,43,51,53,-1
mechanicalmeter/5C81683.jpg,104,47,30,55,8
mechanicalmeter/5C81683.jpg,166,39,32,53,1
mechanicalmeter/5C81683.jpg,237,45,35,52,6
mechanicalmeter/5C81683.jpg,308,38,34,56,8
mechanicalmeter/5C81683.jpg,382,47,32,54,3
mechanicalmeter/5C81683.jpg,446,48,37,48,-1
mechanicalmeter/5C81682.jpg,104,48,30,53,8
mechanicalmeter/5C81682.jpg,167,39,31,53,1
mechanicalmeter/5C81682.jpg,237,45,36,52,6
mechanicalmeter/5C81682.jpg,308,37,35,57,8
mechanicalmeter/5C81682.jpg,381,44,31,54,2
mechanicalmeter/5C81682.jpg,442,50,50,54,-1
mechanicalmeter/5C81681.jpg,104,48,29,53,8
mechanicalmeter/5C81681.jpg,166,42,33,52,1
mechanicalmeter/5C81681.jpg,236,46,35,51,6
mechanicalmeter/5C81681.jpg,308,38,34,55,8
mechanicalmeter/5C81681.jpg,382,42,27,54,1
mechanicalmeter/5C81681.jpg,447,51,42,51,-1
mechanicalmeter/5C81680.jpg,103,47,30,54,8
mechanicalmeter/5C81680.jpg,164,42,37,52,1
mechanicalmeter/5C81680.jpg,236,45,36,52,6
mechanicalmeter/5C81680.jpg,308,37,34,57,8
mechanicalmeter/5C81680.jpg,379,41,35,57,10
mechanicalmeter/5C81680.jpg,446,53,45,55,-1
mechanicalmeter/5C81679.jpg,103,47,30,55,8
mechanicalmeter/5C81679.jpg,165,42,36,53,1
mechanicalmeter/5C81679.jpg,236,45,35,52,6
mechanicalmeter/5C81679.jpg,312,35,31,58,7
mechanicalmeter/5C81679.jpg,381,42,32,58,9
mechanicalmeter/5C81679.jpg,445,45,38,47,-10
mechanicalmeter/5C81678.jpg,103,48,30,53,8
mechanicalmeter/5C81678.jpg,165,41,35,53,1
mechanicalmeter/5C81678.jpg,236,45,35,53,6
mechanicalmeter/5C81678.jpg,311,37,32,56,7
mechanicalmeter/5C81678.jpg,380,45,32,56,8
mechanicalmeter/5C81678.jpg,440,42,53,64,-1
mechanicalmeter/5C81677.jpg,103,47,30,55,8
mechanicalmeter/5C81677.jpg,166,42,33,52,1
mechanicalmeter/5C81677.jpg,236,45,36,52,6
mechanicalmeter/5C81677.jpg,311,37,35,53,7
mechanicalmeter/5C81677.jpg,378,34,44,74,7
mechanicalmeter/5C81677.jpg,448,43,44,67,-10
mechanicalmeter/5C81675.jpg,109,49,29,49,8
mechanicalmeter/5C81675.jpg,166,42,35,53,1
mechanicalmeter/5C81675.jpg,237,44,35,53,6
mechanicalmeter/5C81675.jpg,311,38,33,54,7
mechanicalmeter/5C81675.jpg,380,41,35,59,5
mechanicalmeter/5C81675.jpg,447,46,45,63,-9
mechanicalmeter/5C81674.jpg,104,48,30,54,8
mechanicalmeter/5C81674.jpg,165,42,35,53,1
mechanicalmeter/5C81674.jpg,237,45,35,52,6
mechanicalmeter/5C81674.jpg,311,36,33,56,7
mechanicalmeter/5C81674.jpg,379,36,38,59,4
mechanicalmeter/5C81674.jpg,440,46,52,50,-9
mechanicalmeter/5C81673.jpg,104,48,30,53,8
mechanicalmeter/5C81673.jpg,167,40,31,52,1
mechanicalmeter/5C81673.jpg,236,45,35,53,6
mechanicalmeter/5C81673.jpg,312,37,33,55,7
mechanicalmeter/5C81673.jpg,381,41,41,61,3
mechanicalmeter/5C81673.jpg,443,47,51,61,-8
mechanicalmeter/5C81672.jpg,104,48,30,53,8
mechanicalmeter/5C81672.jpg,167,39,31,54,1
mechanicalmeter/5C81672.jpg,237,45,36,53,6
mechanicalmeter/5C81672.jpg,311,36,33,56,7
mechanicalmeter/5C81672.jpg,382,45,31,56,2
mechanicalmeter/5C81672.jpg,447,45,43,66,-8
mechanicalmeter/5C81671.jpg,104,48,30,53,8
mechanicalmeter/5C81671.jpg,167,40,31,52,1
mechanicalmeter/5C81671.jpg,236,44,36,54,6
mechanicalmeter/5C81671.jpg,311,38,33,54,7
mechanicalmeter/5C81671.jpg,382,45,28,52,1
mechanicalmeter/5C81671.jpg,442,44,47,54,-7
mechanicalmeter/5C81670.jpg,109,50,29,48,8
mechanicalmeter/5C81670.jpg,165,42,35,52,1
mechanicalmeter/5C81670.jpg,236,46,35,51,6
mechanicalmeter/5C81670.jpg,311,38,32,54,7
mechanicalmeter/5C81670.jpg,379,40,37,58,10
mechanicalmeter/5C81670.jpg,443,48,50,55,-7
mechanicalmeter/5C81669.jpg,104,48,30,53,8
mechanicalmeter/5C81669.jpg,165,42,33,53,1
mechanicalmeter/5C81669.jpg,236,44,35,54,6
mechanicalmeter/5C81669.jpg,309,41,37,56,6
mechanicalmeter/5C81669.jpg,381,42,33,58,9
mechanicalmeter/5C81669.jpg,442,46,52,57,-7
mechanicalmeter/5C81668.jpg,104,47,30,55,8
mechanicalmeter/5C81668.jpg,167,39,31,54,1
mechanicalmeter/5C81668.jpg,236,46,36,51,6
mechanicalmeter/5C81668.jpg,310,41,36,56,6
mechanicalmeter/5C81668.jpg,380,45,33,57,8
mechanicalmeter/5C81668.jpg,447,51,38,51,-6
mechanicalmeter/5C81667.jpg,103,47,30,54,8
mechanicalmeter/5C81667.jpg,166,38,30,55,1
mechanicalmeter/5C81667.jpg,235,46,36,51,6
mechanicalmeter/5C81667.jpg,309,40,38,58,6
mechanicalmeter/5C81667.jpg,386,44,31,53,7
mechanicalmeter/5C81667.jpg,450,43,45,64,-5
mechanicalmeter/5C81666.jpg,103,47,30,54,8
mechanicalmeter/5C81666.jpg,165,41,36,53,1
mechanicalmeter/5C81666.jpg,236,46,35,50,6
mechanicalmeter/5C81666.jpg,309,42,38,56,6
mechanicalmeter/5C81666.jpg,384,53,30,48,6
mechanicalmeter/5C81666.jpg,447,52,43,50,-5
mechanicalmeter/5C81665.jpg,102,47,31,54,8
mechanicalmeter/5C81665.jpg,165,39,33,54,1
mechanicalmeter/5C81665.jpg,236,46,35,51,6
mechanicalmeter/5C81665.jpg,309,42,37,56,6
mechanicalmeter/5C81665.jpg,382,47,31,55,5
mechanicalmeter/5C81665.jpg,446,52,46,53,-5
mechanicalmeter/5C81664.jpg,103,47,30,54,8
mechanicalmeter/5C81664.jpg,166,39,30,53,1
mechanicalmeter/5C81664.jpg,236,45,35,52,6
mechanicalmeter/5C81664.jpg,309,43,38,55,6
mechanicalmeter/5C81664.jpg,382,45,35,55,4
mechanicalmeter/5C81664.jpg,452,49,38,66,-4
mechanicalmeter/5C81663.jpg,123,81,30,53,8
mechanicalmeter/5C81663.jpg,178,79,33,47,1
mechanicalmeter/5C81663.jpg,236,81,35,52,6
mechanicalmeter/5C81663.jpg,297,82,33,53,6
mechanicalmeter/5C81663.jpg,356,81,31,58,3
mechanicalmeter/5C81663.jpg,414,78,38,56,-10
mechanicalmeter/5C81662.jpg,103,47,30,55,8
mechanicalmeter/5C81662.jpg,166,39,31,54,1
mechanicalmeter/5C81662.jpg,237,45,34,52,6
mechanicalmeter/5C81662.jpg,309,43,38,55,6
mechanicalmeter/5C81662.jpg,379,43,35,57,2
mechanicalmeter/5C81662.jpg,451,49,37,41,-4
mechanicalmeter/5C81661.jpg,104,47,30,54,8
mechanicalmeter/5C81661.jpg,167,38,30,55,1
mechanicalmeter/5C81661.jpg,237,45,35,52,6
mechanicalmeter/5C81661.jpg,310,43,37,54,6
mechanicalmeter/5C81661.jpg,380,41,32,59,1
mechanicalmeter/5C81661.jpg,447,48,49,56,-4
mechanicalmeter/5C81660.jpg,103,46,30,55,8
mechanicalmeter/5C81660.jpg,166,39,30,53,1
mechanicalmeter/5C81660.jpg,237,45,35,51,6
mechanicalmeter/5C81660.jpg,309,43,37,55,6
mechanicalmeter/5C81660.jpg,379,39,36,59,10
mechanicalmeter/5C81660.jpg,445,64,48,42,-5
mechanicalmeter/5C81659.jpg,104,47,30,54,8
mechanicalmeter/5C81659.jpg,166,38,31,55,1
mechanicalmeter/5C81659.jpg,237,45,34,51,6
mechanicalmeter/5C81659.jpg,310,39,37,59,5
mechanicalmeter/5C81659.jpg,380,43,33,55,9
mechanicalmeter/5C81659.jpg,450,51,38,56,-5
mechanicalmeter/5C81658.jpg,104,47,30,54,8
mechanicalmeter/5C81658.jpg,166,38,32,55,1
mechanicalmeter/5C81658.jpg,237,45,35,51,6
mechanicalmeter/5C81658.jpg,309,39,38,59,5
mechanicalmeter/5C81658.jpg,378,42,36,58,8
mechanicalmeter/5C81658.jpg,443,45,45,51,-5
mechanicalmeter/5C81657.jpg,104,47,30,54,8
mechanicalmeter/5C81657.jpg,167,39,31,54,1
mechanicalmeter/5C81657.jpg,237,45,34,52,6
mechanicalmeter/5C81657.jpg,310,38,37,62,5
mechanicalmeter/5C81657.jpg,383,43,35,54,7
mechanicalmeter/5C81657.jpg,442,49,53,53,-5
mechanicalmeter/5C81656.jpg,103,46,30,54,8
mechanicalmeter/5C81656.jpg,166,37,30,57,1
mechanicalmeter/5C81656.jpg,236,45,35,52,6
mechanicalmeter/5C81656.jpg,310,38,37,62,5
mechanicalmeter/5C81656.jpg,381,52,32,48,6
mechanicalmeter/5C81656.jpg,447,50,38,51,-6
mechanicalmeter/5C81655.jpg,103,47,30,54,8
mechanicalmeter/5C81655.jpg,166,38,31,56,1
mechanicalmeter/5C81655.jpg,236,46,35,51,6
mechanicalmeter/5C81655.jpg,310,40,37,60,5
mechanicalmeter/5C81655.jpg,382,47,31,54,5
mechanicalmeter/5C81655.jpg,448,44,35,44,-6
mechanicalmeter/5C81654.jpg,102,47,31,53,8
mechanicalmeter/5C81654.jpg,165,39,31,53,1
mechanicalmeter/5C81654.jpg,236,45,35,52,6
mechanicalmeter/5C81654.jpg,310,38,37,61,5
mechanicalmeter/5C81654.jpg,382,49,35,51,4
mechanicalmeter/5C81654.jpg,452,60,39,58,-7
mechanicalmeter/5C81653.jpg,126,67,34,57,8
mechanicalmeter/5C81653.jpg,186,69,31,56,1
mechanicalmeter/5C81653.jpg,250,61,31,59,6
mechanicalmeter/5C81653.jpg,314,63,37,56,5
mechanicalmeter/5C81653.jpg,383,59,34,61,3
mechanicalmeter/5C81653.jpg,422,121,38,25,11
mechanicalmeter/5C81653.jpg,442,57,49,58,-4
mechanicalmeter/5C81652.jpg,102,46,31,55,8
mechanicalmeter/5C81652.jpg,166,39,30,53,1
mechanicalmeter/5C81652.jpg,237,46,35,50,6
mechanicalmeter/5C81652.jpg,310,38,37,61,5
mechanicalmeter/5C81652.jpg,380,43,33,57,2
mechanicalmeter/5C81652.jpg,450,61,36,50,-8
mechanicalmeter/5C81650.jpg,103,46,30,55,8
mechanicalmeter/5C81650.jpg,166,39,31,54,1
mechanicalmeter/5C81650.jpg,237,44,34,53,6
mechanicalmeter/5C81650.jpg,309,42,36,57,5
mechanicalmeter/5C81650.jpg,378,47,41,49,10
mechanicalmeter/5C81650.jpg,447,52,45,60,-9
mechanicalmeter/5C81649.jpg,104,46,30,55,8
mechanicalmeter/5C81649.jpg,165,38,33,55,1
mechanicalmeter/5C81649.jpg,236,44,35,54,6
mechanicalmeter/5C81649.jpg,306,36,40,68,4
mechanicalmeter/5C81649.jpg,380,34,38,74,9
mechanicalmeter/5C81649.jpg,448,44,36,48,-9
mechanicalmeter/5C81648.jpg,103,46,30,55,8
mechanicalmeter/5C81648.jpg,166,38,30,55,1
mechanicalmeter/5C81648.jpg,237,45,35,52,6
mechanicalmeter/5C81648.jpg,310,40,35,57,4
mechanicalmeter/5C81648.jpg,378,42,34,57,8
mechanicalmeter/5C81648.jpg,444,47,50,53,-10
mechanicalmeter/5C81647.jpg,103,46,30,54,8
mechanicalmeter/5C81647.jpg,166,39,30,54,1
mechanicalmeter/5C81647.jpg,237,45,35,51,6
mechanicalmeter/5C81647.jpg,311,41,33,56,4
mechanicalmeter/5C81647.jpg,384,43,32,53,7
mechanicalmeter/5C81647.jpg,449,51,35,51,-1
mechanicalmeter/5C81646.jpg,102,46,32,54,8
mechanicalmeter/5C81646.jpg,164,38,34,55,1
mechanicalmeter/5C81646.jpg,236,45,35,52,6
mechanicalmeter/5C81646.jpg,310,41,35,56,4
mechanicalmeter/5C81646.jpg,382,53,30,47,6
mechanicalmeter/5C81646.jpg,446,47,43,55,-1
mechanicalmeter/5C81645.jpg,102,46,31,54,8
mechanicalmeter/5C81645.jpg,166,39,30,54,1
mechanicalmeter/5C81645.jpg,237,46,35,50,6
mechanicalmeter/5C81645.jpg,310,40,35,57,4
mechanicalmeter/5C81645.jpg,381,49,31,49,5
mechanicalmeter/5C81645.jpg,447,49,41,58,-2
mechanicalmeter/5C81644.jpg,103,46,30,54,8
mechanicalmeter/5C81644.jpg,166,38,30,55,1
mechanicalmeter/5C81644.jpg,236,47,35,50,6
mechanicalmeter/5C81644.jpg,310,40,35,58,4
mechanicalmeter/5C81644.jpg,381,46,36,51,4
mechanicalmeter/5C81644.jpg,439,49,55,57,-2
mechanicalmeter/5C81643.jpg,102,46,31,54,8
mechanicalmeter/5C81643.jpg,164,39,33,53,1
mechanicalmeter/5C81643.jpg,236,45,35,52,6
mechanicalmeter/5C81643.jpg,309,42,36,55,4
mechanicalmeter/5C81643.jpg,381,45,31,57,3
mechanicalmeter/5C81643.jpg,450,46,42,61,-3
mechanicalmeter/5C81642.jpg,102,47,31,53,8
mechanicalmeter/5C81642.jpg,164,38,32,54,1
mechanicalmeter/5C81642.jpg,236,46,36,51,6
mechanicalmeter/5C81642.jpg,309,41,36,57,4
mechanicalmeter/5C81642.jpg,380,44,32,55,2
mechanicalmeter/5C81642.jpg,449,48,38,61,-3
mechanicalmeter/5C81641.jpg,102,47,31,53,8
mechanicalmeter/5C81641.jpg,166,39,30,54,1
mechanicalmeter/5C81641.jpg,237,46,35,50,6
mechanicalmeter/5C81641.jpg,309,41,36,57,4
mechanicalmeter/5C81641.jpg,380,43,30,55,1
mechanicalmeter/5C81641.jpg,454,43,33,67,-4
mechanicalmeter/5C81640.jpg,102,46,32,54,8
mechanicalmeter/5C81640.jpg,166,39,30,54,1
mechanicalmeter/5C81640.jpg,236,45,35,52,6
mechanicalmeter/5C81640.jpg,309,43,35,53,4
mechanicalmeter/5C81640.jpg,380,45,33,52,10
mechanicalmeter/5C81640.jpg,452,51,43,54,-4
mechanicalmeter/5C81639.jpg,103,46,30,54,8
mechanicalmeter/5C81639.jpg,165,39,31,53,1
mechanicalmeter/5C81639.jpg,237,45,35,52,6
mechanicalmeter/5C81639.jpg,310,38,35,56,3
mechanicalmeter/5C81639.jpg,378,43,36,55,9
mechanicalmeter/5C81639.jpg,452,46,32,43,-4
mechanicalmeter/5C81638.jpg,103,46,30,55,8
mechanicalmeter/5C81638.jpg,166,38,31,55,1
mechanicalmeter/5C81638.jpg,237,46,36,50,6
mechanicalmeter/5C81638.jpg,311,39,36,59,3
mechanicalmeter/5C81638.jpg,379,42,33,58,8
mechanicalmeter/5C81638.jpg,453,47,35,66,-5
mechanicalmeter/5C81630.jpg,125,67,35,58,8
mechanicalmeter/5C81630.jpg,186,68,30,56,1
mechanicalmeter/5C81630.jpg,250,64,33,60,6
mechanicalmeter/5C81630.jpg,318,68,30,60,3
mechanicalmeter/5C81630.jpg,380,60,36,59,10
mechanicalmeter/5C81630.jpg,430,127,23,20,11
mechanicalmeter/5C81630.jpg,443,50,37,54,-7
mechanicalmeter/5C81617.jpg,123,81,31,53,8
mechanicalmeter/5C81617.jpg,179,79,32,55,1
mechanicalmeter/5C81617.jpg,236,80,35,54,6
mechanicalmeter/5C81617.jpg,296,76,32,53,1
mechanicalmeter/5C81617.jpg,357,86,32,46,7
mechanicalmeter/5C81617.jpg,411,76,45,53,-6
mechanicalmeter/5C81616.jpg,119,33,36,55,8
mechanicalmeter/5C81616.jpg,173,32,30,50,1
mechanicalmeter/5C81616.jpg,231,30,32,53,6
mechanicalmeter/5C81616.jpg,288,28,33,51,1
mechanicalmeter/5C81616.jpg,348,36,33,51,6
mechanicalmeter/5C81616.jpg,405,30,37,53,-6
mechanicalmeter/5C81607.jpg,125,67,35,58,8
mechanicalmeter/5C81607.jpg,186,68,31,56,1
mechanicalmeter/5C81607.jpg,250,66,33,58,6
mechanicalmeter/5C81607.jpg,317,52,33,64,10
mechanicalmeter/5C81607.jpg,381,51,33,66,7
mechanicalmeter/5C81607.jpg,425,120,31,28,11
mechanicalmeter/5C81607.jpg,443,50,33,51,-8
mechanicalmeter/5C81592.jpg,127,80,32,56,8
mechanicalmeter/5C81592.jpg,183,74,30,54,1
mechanicalmeter/5C81592.jpg,243,73,33,52,5
mechanicalmeter/5C81592.jpg,301,76,30,54,9
mechanicalmeter/5C81592.jpg,359,75,33,54,2
mechanicalmeter/5C81592.jpg,418,77,37,52,-6
mechanicalmeter/5C81585.jpg,125,67,35,58,8
mechanicalmeter/5C81585.jpg,186,67,31,58,1
mechanicalmeter/5C81585.jpg,251,63,32,63,5
mechanicalmeter/5C81585.jpg,317,55,31,61,8
mechanicalmeter/5C81585.jpg,381,59,36,57,5
mechanicalmeter/5C81585.jpg,422,121,39,27,11
mechanicalmeter/5C81585.jpg,439,58,47,58,-2
mechanicalmeter/5C81562.jpg,125,67,35,57,8
mechanicalmeter/5C81562.jpg,186,68,31,54,1
mechanicalmeter/5C81562.jpg,250,63,33,63,5
mechanicalmeter/5C81562.jpg,317,63,34,61,6
mechanicalmeter/5C81562.jpg,383,61,32,57,2
mechanicalmeter/5C81562.jpg,432,122,20,26,11
mechanicalmeter/5C81562.jpg,445,50,33,49,-3
mechanicalmeter/5C81539.jpg,125,67,34,58,8
mechanicalmeter/5C81539.jpg,186,69,31,55,1
mechanicalmeter/5C81539.jpg,250,62,33,64,5
mechanicalmeter/5C81539.jpg,318,63,30,59,3
mechanicalmeter/5C81539.jpg,376,53,41,64,9
mechanicalmeter/5C81539.jpg,424,121,32,28,11
mechanicalmeter/5C81539.jpg,448,72,34,54,-7
mechanicalmeter/5C81516.jpg,125,66,36,59,8
mechanicalmeter/5C81516.jpg,187,68,31,56,1
mechanicalmeter/5C81516.jpg,250,63,35,62,5
mechanicalmeter/5C81516.jpg,319,56,32,63,1
mechanicalmeter/5C81516.jpg,381,58,35,62,6
mechanicalmeter/5C81516.jpg,435,130,24,15,11
mechanicalmeter/5C81516.jpg,447,49,36,74,-8
mechanicalmeter/5C81494.jpg,125,67,35,58,8
mechanicalmeter/5C81494.jpg,186,68,31,57,1
mechanicalmeter/5C81494.jpg,248,65,38,57,4
mechanicalmeter/5C81494.jpg,315,55,35,64,9
mechanicalmeter/5C81494.jpg,381,61,32,55,4
mechanicalmeter/5C81494.jpg,418,120,41,30,11
mechanicalmeter/5C81494.jpg,445,63,32,54,-1
mechanicalmeter/5C81491.jpg,127,80,32,56,8
mechanicalmeter/5C81491.jpg,183,73,30,57,1
mechanicalmeter/5C81491.jpg,245,74,28,50,4
mechanicalmeter/5C81491.jpg,301,76,31,54,9
mechanicalmeter/5C81491.jpg,359,72,35,57,1
mechanicalmeter/5C81491.jpg,417,73,36,57,-3
mechanicalmeter/5C81471.jpg,125,66,35,59,8
mechanicalmeter/5C81471.jpg,186,69,31,55,1
mechanicalmeter/5C81471.jpg,249,65,39,59,4
mechanicalmeter/5C81471.jpg,313,55,34,61,7
mechanicalmeter/5C81471.jpg,381,59,33,58,1
mechanicalmeter/5C81471.jpg,432,128,21,23,11
mechanicalmeter/5C81471.jpg,444,36,48,96,-10
mechanicalmeter/5C81448.jpg,125,66,35,59,8
mechanicalmeter/5C81448.jpg,187,69,31,56,1
mechanicalmeter/5C81448.jpg,247,67,41,53,4
mechanicalmeter/5C81448.jpg,314,62,33,57,4
mechanicalmeter/5C81448.jpg,381,53,33,61,8
mechanicalmeter/5C81448.jpg,426,121,30,30,11
mechanicalmeter/5C81448.jpg,437,45,53,79,-2
mechanicalmeter/5C81425.jpg,125,67,35,59,8
mechanicalmeter/5C81425.jpg,186,67,31,57,1
mechanicalmeter/5C81425.jpg,253,64,33,53,4
mechanicalmeter/5C81425.jpg,317,59,31,61,2
mechanicalmeter/5C81425.jpg,381,58,36,59,5
mechanicalmeter/5C81425.jpg,419,119,42,30,11
mechanicalmeter/5C81425.jpg,442,60,35,56,-2
mechanicalmeter/5C81402.jpg,125,67,35,58,8
mechanicalmeter/5C81402.jpg,186,68,31,54,1
mechanicalmeter/5C81402.jpg,250,65,36,57,4
mechanicalmeter/5C81402.jpg,316,55,32,62,10
mechanicalmeter/5C81402.jpg,384,58,32,61,2
mechanicalmeter/5C81402.jpg,430,126,24,24,11
mechanicalmeter/5C81402.jpg,440,66,47,55,-4
mechanicalmeter/5C81385.jpg,126,81,33,54,8
mechanicalmeter/5C81385.jpg,183,74,31,54,1
mechanicalmeter/5C81385.jpg,244,72,30,53,3
mechanicalmeter/5C81385.jpg,302,72,30,57,8
mechanicalmeter/5C81385.jpg,358,73,37,57,5
mechanicalmeter/5C81385.jpg,418,68,45,69,-5
mechanicalmeter/5C81379.jpg,125,68,35,58,8
mechanicalmeter/5C81379.jpg,188,67,30,57,1
mechanicalmeter/5C81379.jpg,251,63,35,61,3
mechanicalmeter/5C81379.jpg,313,52,34,61,7
mechanicalmeter/5C81379.jpg,380,54,32,61,9
mechanicalmeter/5C81379.jpg,419,120,42,30,11
mechanicalmeter/5C81379.jpg,449,68,33,56,-3
mechanicalmeter/5C81357.jpg,157,103,33,60,8
mechanicalmeter/5C81357.jpg,222,103,31,63,1
mechanicalmeter/5C81357.jpg,287,106,34,61,3
mechanicalmeter/5C81357.jpg,349,103,35,60,5
mechanicalmeter/5C81357.jpg,416,98,36,57,7
mechanicalmeter/5C81357.jpg,482,118,40,49,-1
mechanicalmeter/5C81356.jpg,126,66,34,59,8
mechanicalmeter/5C81356.jpg,185,68,31,56,1
mechanicalmeter/5C81356.jpg,250,68,33,52,3
mechanicalmeter/5C81356.jpg,315,63,36,54,5
mechanicalmeter/5C81356.jpg,381,58,32,61,6
mechanicalmeter/5C81356.jpg,431,125,24,25,11
mechanicalmeter/5C81356.jpg,444,43,35,83,-5
mechanicalmeter/5C81351.jpg,102,44,32,55,8
mechanicalmeter/5C81351.jpg,167,36,30,57,1
mechanicalmeter/5C81351.jpg,237,39,35,54,3
mechanicalmeter/5C81351.jpg,311,39,36,59,5
mechanicalmeter/5C81351.jpg,385,43,28,51,1
mechanicalmeter/5C81351.jpg,448,45,39,61,-10
mechanicalmeter/5C81350.jpg,103,45,30,55,8
mechanicalmeter/5C81350.jpg,167,37,31,56,1
mechanicalmeter/5C81350.jpg,237,39,34,55,3
mechanicalmeter/5C81350.jpg,308,44,39,54,5
mechanicalmeter/5C81350.jpg,379,48,41,48,10
mechanicalmeter/5C81350.jpg,442,44,54,57,-1
mechanicalmeter/5C81349.jpg,103,45,30,55,8
mechanicalmeter/5C81349.jpg,167,37,29,56,1
mechanicalmeter/5C81349.jpg,237,40,34,52,3
mechanicalmeter/5C81349.jpg,312,40,35,56,4
mechanicalmeter/5C81349.jpg,380,45,35,51,9
mechanicalmeter/5C81349.jpg,444,45,48,58,-1
mechanicalmeter/5C81348.jpg,102,45,32,53,8
mechanicalmeter/5C81348.jpg,167,38,29,55,1
mechanicalmeter/5C81348.jpg,237,39,35,54,3
mechanicalmeter/5C81348.jpg,311,39,36,58,4
mechanicalmeter/5C81348.jpg,381,43,32,58,8
mechanicalmeter/5C81348.jpg,451,56,41,49,-1
mechanicalmeter/5C81347.jpg,102,45,32,55,8
mechanicalmeter/5C81347.jpg,167,37,30,56,1
mechanicalmeter/5C81347.jpg,237,40,35,52,3
mechanicalmeter/5C81347.jpg,312,39,34,58,4
mechanicalmeter/5C81347.jpg,385,43,32,55,7
mechanicalmeter/5C81347.jpg,454,62,32,49,-1
mechanicalmeter/5C81346.jpg,102,45,31,53,8
mechanicalmeter/5C81346.jpg,167,38,30,55,1
mechanicalmeter/5C81346.jpg,237,40,34,53,3
mechanicalmeter/5C81346.jpg,311,40,35,57,4
mechanicalmeter/5C81346.jpg,383,53,31,46,6
mechanicalmeter/5C81346.jpg,450,55,41,52,-1
mechanicalmeter/5C81345.jpg,102,45,31,55,8
mechanicalmeter/5C81345.jpg,166,37,30,57,1
mechanicalmeter/5C81345.jpg,237,40,34,53,3
mechanicalmeter/5C81345.jpg,312,40,33,56,4
mechanicalmeter/5C81345.jpg,382,46,32,54,5
mechanicalmeter/5C81345.jpg,448,43,54,65,-2
mechanicalmeter/5C81344.jpg,102,45,32,55,8
mechanicalmeter/5C81344.jpg,167,36,29,58,1
mechanicalmeter/5C81344.jpg,237,40,35,53,3
mechanicalmeter/5C81344.jpg,311,40,33,57,4
mechanicalmeter/5C81344.jpg,382,45,36,55,4
mechanicalmeter/5C81344.jpg,448,41,41,66,-1
mechanicalmeter/5C81343.jpg,102,45,32,53,8
mechanicalmeter/5C81343.jpg,166,39,30,53,1
mechanicalmeter/5C81343.jpg,237,40,35,51,3
mechanicalmeter/5C81343.jpg,311,41,35,56,4
mechanicalmeter/5C81343.jpg,383,47,33,54,3
mechanicalmeter/5C81343.jpg,446,45,37,48,-10
mechanicalmeter/5C81342.jpg,103,46,31,52,8
mechanicalmeter/5C81342.jpg,164,39,33,53,1
mechanicalmeter/5C81342.jpg,237,40,34,52,3
mechanicalmeter/5C81342.jpg,311,41,35,56,4
mechanicalmeter/5C81342.jpg,382,45,32,52,2
mechanicalmeter/5C81342.jpg,443,48,53,56,-1
mechanicalmeter/5C81341.jpg,101,46,32,54,8
mechanicalmeter/5C81341.jpg,166,37,31,57,1
mechanicalmeter/5C81341.jpg,238,40,33,52,3
mechanicalmeter/5C81341.jpg,311,41,35,56,4
mechanicalmeter/5C81341.jpg,385,41,27,55,1
mechanicalmeter/5C81341.jpg,450,50,36,57,-10
mechanicalmeter/5C81340.jpg,102,44,31,55,8
mechanicalmeter/5C81340.jpg,166,35,30,57,1
mechanicalmeter/5C81340.jpg,237,40,35,53,3
mechanicalmeter/5C81340.jpg,310,41,36,57,4
mechanicalmeter/5C81340.jpg,379,49,42,46,10
mechanicalmeter/5C81340.jpg,452,64,37,51,-10
mechanicalmeter/5C81339.jpg,102,44,32,56,8
