imgname,startx,starty,endx,eny,label_-1
mechanicalmeter/5C017673.jpg,271,156,305,212,7
mechanicalmeter/5C017673.jpg,335,154,371,215,6
mechanicalmeter/5C017673.jpg,396,155,431,210,7
mechanicalmeter/5C017673.jpg,455,153,500,207,3
mechanicalmeter/5C076062.jpg,224,58,255,109,10
mechanicalmeter/5C076062.jpg,288,57,315,106,7
mechanicalmeter/5C076062.jpg,352,57,380,102,6
mechanicalmeter/5C076062.jpg,412,57,440,105,10
mechanicalmeter/5C076062.jpg,477,59,502,108,6
mechanicalmeter/5C076062.jpg,531,68,555,108,2
mechanicalmeter/5C00352.jpg,144,12,176,61,10
mechanicalmeter/5C00352.jpg,208,5,239,54,10
mechanicalmeter/5C00352.jpg,275,0,308,51,3
mechanicalmeter/5C00352.jpg,344,4,379,47,5
mechanicalmeter/5C00352.jpg,407,7,442,47,2
mechanicalmeter/5C00352.jpg,466,0,509,48,-1
mechanicalmeter/5C06980.jpg,151,102,183,157,10
mechanicalmeter/5C06980.jpg,213,106,243,157,6
mechanicalmeter/5C06980.jpg,278,103,308,158,9
mechanicalmeter/5C06980.jpg,341,110,372,157,8
mechanicalmeter/5C06980.jpg,399,105,443,156,10
mechanicalmeter/5C06980.jpg,462,102,509,155,-1
mechanicalmeter/5C91104.jpg,82,94,134,160,9
mechanicalmeter/5C91104.jpg,179,90,229,160,1
mechanicalmeter/5C91104.jpg,281,87,333,160,1
mechanicalmeter/5C91104.jpg,377,90,443,158,10
mechanicalmeter/5C91104.jpg,486,92,550,166,10
mechanicalmeter/5C81114.jpg,102,45,134,100,8
mechanicalmeter/5C81114.jpg,166,36,196,94,1
mechanicalmeter/5C81114.jpg,238,30,266,89,1
mechanicalmeter/5C81114.jpg,311,35,337,93,1
mechanicalmeter/5C81114.jpg,380,47,416,101,4
mechanicalmeter/5C81114.jpg,452,43,493,109,-1
mechanicalmeter/5C78902.jpg,125,69,161,124,7
mechanicalmeter/5C78902.jpg,186,59,219,114,8
mechanicalmeter/5C78902.jpg,249,59,282,115,9
mechanicalmeter/5C78902.jpg,317,53,350,116,10
mechanicalmeter/5C78902.jpg,383,60,417,115,2
mechanicalmeter/5C78902.jpg,432,124,452,148,11
mechanicalmeter/5C78902.jpg,444,59,483,111,-1
mechanicalmeter/5C20635.jpg,158,117,190,166,2
mechanicalmeter/5C20635.jpg,209,110,242,159,10
mechanicalmeter/5C20635.jpg,269,112,302,162,6
mechanicalmeter/5C20635.jpg,332,112,358,158,3
mechanicalmeter/5C20635.jpg,387,105,419,156,5
mechanicalmeter/5C20635.jpg,440,110,488,152,-1
mechanicalmeter/5C24546.jpg,154,117,192,160,2
mechanicalmeter/5C24546.jpg,214,118,245,158,4
mechanicalmeter/5C24546.jpg,269,113,301,162,5
mechanicalmeter/5C24546.jpg,331,114,359,160,4
mechanicalmeter/5C24546.jpg,386,112,421,159,6
mechanicalmeter/5C24546.jpg,445,103,487,150,-1
mechanicalmeter/5C071584.jpg,216,51,246,100,10
mechanicalmeter/5C071584.jpg,279,49,314,96,7
mechanicalmeter/5C071584.jpg,340,48,373,96,1
mechanicalmeter/5C071584.jpg,408,47,438,98,5
mechanicalmeter/5C071584.jpg,470,52,497,101,8
mechanicalmeter/5C071584.jpg,530,47,557,102,4
mechanicalmeter/030229.jpg,145,99,173,149,10
mechanicalmeter/030229.jpg,200,90,234,148,3
mechanicalmeter/030229.jpg,262,87,294,145,10
mechanicalmeter/030229.jpg,317,80,357,145,2
mechanicalmeter/030229.jpg,378,78,420,143,2
mechanicalmeter/030229.jpg,440,84,475,138,9
mechanicalmeter/5C651218.jpg,135,27,161,75,6
mechanicalmeter/5C651218.jpg,195,19,226,72,5
mechanicalmeter/5C651218.jpg,256,16,286,71,1
mechanicalmeter/5C651218.jpg,316,19,351,72,2
mechanicalmeter/5C651218.jpg,379,19,411,72,1
mechanicalmeter/5C651218.jpg,439,27,472,78,8
mechanicalmeter/90.jpg,145,115,176,172,2
mechanicalmeter/90.jpg,203,111,238,164,7
mechanicalmeter/90.jpg,264,112,298,165,7
mechanicalmeter/90.jpg,329,112,365,165,5
mechanicalmeter/90.jpg,391,112,423,166,6
mechanicalmeter/90.jpg,451,112,479,158,5
mechanicalmeter/5C017658.jpg,153,158,179,212,10
mechanicalmeter/5C017658.jpg,207,150,243,215,1
mechanicalmeter/5C017658.jpg,268,151,308,214,7
mechanicalmeter/5C017658.jpg,329,150,370,206,6
mechanicalmeter/5C017658.jpg,393,151,438,207,5
mechanicalmeter/5C017658.jpg,454,159,497,212,8
mechanicalmeter/004931.jpg,172,115,203,170,10
mechanicalmeter/004931.jpg,242,108,273,165,10
mechanicalmeter/004931.jpg,311,105,347,163,4
mechanicalmeter/004931.jpg,382,108,417,164,9
mechanicalmeter/004931.jpg,450,108,486,164,3
mechanicalmeter/004931.jpg,518,104,554,170,1
mechanicalmeter/5C076006.jpg,224,57,252,104,10
mechanicalmeter/5C076006.jpg,284,56,319,99,7
mechanicalmeter/5C076006.jpg,350,61,381,105,6
mechanicalmeter/5C076006.jpg,413,60,443,106,10
mechanicalmeter/5C076006.jpg,474,59,503,104,10
mechanicalmeter/5C076006.jpg,531,54,560,105,6
mechanicalmeter/5C82199.jpg,109,53,139,102,8
mechanicalmeter/5C82199.jpg,168,43,206,101,2
mechanicalmeter/5C82199.jpg,240,34,270,90,1
mechanicalmeter/5C82199.jpg,307,39,340,97,9
mechanicalmeter/5C82199.jpg,379,49,411,102,9
mechanicalmeter/5C82199.jpg,443,48,487,113,-1
mechanicalmeter/5C94870.jpg,96,57,126,111,9
mechanicalmeter/5C94870.jpg,157,63,191,112,4
mechanicalmeter/5C94870.jpg,225,65,261,113,8
mechanicalmeter/5C94870.jpg,295,67,332,120,7
mechanicalmeter/5C94870.jpg,362,68,397,119,10
mechanicalmeter/5C94870.jpg,422,56,474,119,-1
mechanicalmeter/5C074538.jpg,225,59,255,107,10
mechanicalmeter/5C074538.jpg,285,55,317,102,7
mechanicalmeter/5C074538.jpg,349,55,380,102,4
mechanicalmeter/5C074538.jpg,413,56,443,105,5
mechanicalmeter/5C074538.jpg,470,61,505,106,3
mechanicalmeter/5C074538.jpg,528,64,566,110,8
mechanicalmeter/5C05088.jpg,186,80,216,129,10
mechanicalmeter/5C05088.jpg,246,79,276,128,5
mechanicalmeter/5C05088.jpg,307,76,337,125,10
mechanicalmeter/5C05088.jpg,367,61,404,121,8
mechanicalmeter/5C05088.jpg,422,64,460,124,8
mechanicalmeter/5C05088.jpg,477,70,521,125,-1
mechanicalmeter/5C85309.jpg,126,80,159,135,8
mechanicalmeter/5C85309.jpg,183,77,218,132,5
mechanicalmeter/5C85309.jpg,239,74,275,130,3
mechanicalmeter/5C85309.jpg,301,73,333,127,10
mechanicalmeter/5C85309.jpg,360,76,393,134,9
mechanicalmeter/5C85309.jpg,415,77,461,134,-1
mechanicalmeter/5C81167.jpg,101,44,134,98,8
mechanicalmeter/5C81167.jpg,166,38,196,93,1
mechanicalmeter/5C81167.jpg,238,31,266,90,1
mechanicalmeter/5C81167.jpg,310,41,347,96,6
mechanicalmeter/5C81167.jpg,385,43,418,97,7
mechanicalmeter/5C81167.jpg,457,64,490,114,-1
mechanicalmeter/5C26034.jpg,145,87,178,136,2
mechanicalmeter/5C26034.jpg,206,87,241,141,6
mechanicalmeter/5C26034.jpg,266,89,297,136,10
mechanicalmeter/5C26034.jpg,323,85,354,140,3
mechanicalmeter/5C26034.jpg,380,88,416,140,4
mechanicalmeter/5C26034.jpg,431,161,454,181,11
mechanicalmeter/5C26034.jpg,438,92,476,153,-1
mechanicalmeter/5C23933.jpg,121,76,168,126,2
mechanicalmeter/5C23933.jpg,189,75,226,127,3
mechanicalmeter/5C23933.jpg,254,69,289,124,9
mechanicalmeter/5C23933.jpg,320,73,350,127,3
mechanicalmeter/5C23933.jpg,383,73,415,127,3
mechanicalmeter/5C23933.jpg,414,147,442,180,11
mechanicalmeter/5C23933.jpg,431,54,486,140,-1
mechanicalmeter/5C075945.jpg,225,58,255,107,10
mechanicalmeter/5C075945.jpg,286,54,315,101,7
mechanicalmeter/5C075945.jpg,350,52,380,102,5
mechanicalmeter/5C075945.jpg,414,57,443,103,9
mechanicalmeter/5C075945.jpg,474,61,504,106,4
mechanicalmeter/5C075945.jpg,528,57,563,104,5
mechanicalmeter/2216_56.jpg,114,114,166,179,9
mechanicalmeter/2216_56.jpg,208,101,265,171,1
mechanicalmeter/2216_56.jpg,299,103,356,175,2
mechanicalmeter/2216_56.jpg,403,105,461,173,3
mechanicalmeter/2216_56.jpg,505,105,556,179,6
mechanicalmeter/5C325404.jpg,121,68,165,139,3
mechanicalmeter/5C325404.jpg,199,69,233,134,2
mechanicalmeter/5C325404.jpg,269,63,314,136,5
mechanicalmeter/5C325404.jpg,350,66,393,136,4
mechanicalmeter/5C325404.jpg,426,70,467,139,10
mechanicalmeter/5C325404.jpg,504,81,549,142,4
mechanicalmeter/5C074805.jpg,225,58,256,107,10
mechanicalmeter/5C074805.jpg,289,57,317,101,7
mechanicalmeter/5C074805.jpg,350,55,381,102,4
mechanicalmeter/5C074805.jpg,413,59,444,105,8
mechanicalmeter/5C074805.jpg,475,59,502,101,10
mechanicalmeter/5C074805.jpg,531,54,563,103,5
mechanicalmeter/5C262542.jpg,178,51,206,98,2
mechanicalmeter/5C262542.jpg,241,43,271,98,6
mechanicalmeter/5C262542.jpg,305,41,337,97,2
mechanicalmeter/5C262542.jpg,371,39,403,90,5
mechanicalmeter/5C262542.jpg,433,44,469,97,4
mechanicalmeter/5C262542.jpg,495,43,537,94,2
mechanicalmeter/5C747548.jpg,159,26,186,79,7
mechanicalmeter/5C747548.jpg,218,25,251,75,4
mechanicalmeter/5C747548.jpg,280,19,315,72,7
mechanicalmeter/5C747548.jpg,343,17,378,72,5
mechanicalmeter/5C747548.jpg,406,19,439,71,4
mechanicalmeter/5C747548.jpg,466,17,498,68,8
mechanicalmeter/5C074197.jpg,226,60,256,108,10
mechanicalmeter/5C074197.jpg,289,55,318,103,7
mechanicalmeter/5C074197.jpg,349,58,380,105,4
mechanicalmeter/5C074197.jpg,410,55,440,107,1
mechanicalmeter/5C074197.jpg,471,55,505,105,9
mechanicalmeter/5C074197.jpg,527,56,564,104,7
mechanicalmeter/5C025423.jpg,97,85,132,151,10
mechanicalmeter/5C025423.jpg,170,80,209,151,2
mechanicalmeter/5C025423.jpg,251,83,290,148,5
mechanicalmeter/5C025423.jpg,334,80,373,149,4
mechanicalmeter/5C025423.jpg,416,84,448,145,2
mechanicalmeter/5C025423.jpg,490,87,525,152,3
mechanicalmeter/5C653689.jpg,135,27,161,74,6
mechanicalmeter/5C653689.jpg,191,20,224,71,5
mechanicalmeter/5C653689.jpg,252,16,286,72,3
mechanicalmeter/5C653689.jpg,318,18,348,71,6
mechanicalmeter/5C653689.jpg,380,21,410,74,8
mechanicalmeter/5C653689.jpg,434,26,480,79,9
mechanicalmeter/5C00430.jpg,126,126,156,177,10
mechanicalmeter/5C00430.jpg,193,122,226,174,10
mechanicalmeter/5C00430.jpg,262,120,293,174,4
mechanicalmeter/5C00430.jpg,331,122,362,175,3
mechanicalmeter/5C00430.jpg,396,122,429,175,10
mechanicalmeter/5C00430.jpg,458,118,499,174,-1
mechanicalmeter/5C074362.jpg,226,59,256,107,10
mechanicalmeter/5C074362.jpg,287,54,315,99,7
mechanicalmeter/5C074362.jpg,349,56,380,104,4
mechanicalmeter/5C074362.jpg,414,53,438,99,3
mechanicalmeter/5C074362.jpg,475,57,503,101,6
mechanicalmeter/5C074362.jpg,531,56,562,104,2
mechanicalmeter/5C35240.jpg,113,142,157,194,3
mechanicalmeter/5C35240.jpg,186,141,234,194,5
mechanicalmeter/5C35240.jpg,266,139,311,194,2
mechanicalmeter/5C35240.jpg,344,135,390,188,4
mechanicalmeter/5C35240.jpg,426,126,479,186,10
mechanicalmeter/5C05061.jpg,131,164,161,220,10
mechanicalmeter/5C05061.jpg,194,163,232,223,5
mechanicalmeter/5C05061.jpg,258,162,296,219,10
mechanicalmeter/5C05061.jpg,320,167,365,219,6
mechanicalmeter/5C05061.jpg,392,163,433,216,1
mechanicalmeter/5C05061.jpg,451,144,503,224,-1
mechanicalmeter/5C48555.jpg,159,96,188,141,4
mechanicalmeter/5C48555.jpg,220,98,250,147,8
mechanicalmeter/5C48555.jpg,275,95,310,144,5
mechanicalmeter/5C48555.jpg,334,96,367,149,5
mechanicalmeter/5C48555.jpg,392,97,423,148,5
mechanicalmeter/5C48555.jpg,442,162,464,184,11
mechanicalmeter/5C48555.jpg,443,102,495,144,-1
mechanicalmeter/5C18718.jpg,137,122,163,174,1
mechanicalmeter/5C18718.jpg,198,121,229,176,8
mechanicalmeter/5C18718.jpg,258,120,293,175,7
mechanicalmeter/5C18718.jpg,320,125,350,176,1
mechanicalmeter/5C18718.jpg,382,127,415,182,8
mechanicalmeter/5C18718.jpg,440,114,476,164,-1
mechanicalmeter/012959.jpg,111,175,158,249,10
mechanicalmeter/012959.jpg,189,176,238,248,1
mechanicalmeter/012959.jpg,277,171,320,242,2
mechanicalmeter/012959.jpg,362,171,409,248,9
mechanicalmeter/012959.jpg,449,170,492,246,5
mechanicalmeter/012959.jpg,534,194,570,246,9
mechanicalmeter/5C34970.jpg,114,137,158,190,3
mechanicalmeter/5C34970.jpg,185,135,233,191,4
mechanicalmeter/5C34970.jpg,264,135,311,189,9
mechanicalmeter/5C34970.jpg,345,127,388,191,7
mechanicalmeter/5C34970.jpg,427,128,488,186,10
mechanicalmeter/5C012127.jpg,126,181,155,239,10
mechanicalmeter/5C012127.jpg,193,180,221,233,1
mechanicalmeter/5C012127.jpg,254,180,290,238,2
mechanicalmeter/5C012127.jpg,317,186,345,238,1
mechanicalmeter/5C012127.jpg,381,183,419,240,2
mechanicalmeter/5C012127.jpg,447,198,479,250,7
mechanicalmeter/5C745264.jpg,159,26,186,79,7
mechanicalmeter/5C745264.jpg,218,25,251,75,4
mechanicalmeter/5C745264.jpg,278,19,314,74,5
mechanicalmeter/5C745264.jpg,337,8,375,72,2
mechanicalmeter/5C745264.jpg,405,21,435,74,6
mechanicalmeter/5C745264.jpg,466,22,501,67,4
mechanicalmeter/5C06829.jpg,148,103,178,158,10
mechanicalmeter/5C06829.jpg,208,106,239,158,6
mechanicalmeter/5C06829.jpg,275,105,306,157,8
mechanicalmeter/5C06829.jpg,336,101,368,154,2
mechanicalmeter/5C06829.jpg,404,107,436,154,9
mechanicalmeter/5C06829.jpg,456,93,503,156,-1
mechanicalmeter/5C81306.jpg,102,44,134,101,8
mechanicalmeter/5C81306.jpg,166,39,196,93,1
mechanicalmeter/5C81306.jpg,238,40,271,92,3
mechanicalmeter/5C81306.jpg,308,37,343,94,10
mechanicalmeter/5C81306.jpg,383,54,415,98,6
mechanicalmeter/5C81306.jpg,442,49,499,106,-1
mechanicalmeter/5C23956.jpg,121,76,168,126,2
mechanicalmeter/5C23956.jpg,189,75,226,127,3
mechanicalmeter/5C23956.jpg,253,68,289,125,9
mechanicalmeter/5C23956.jpg,317,70,353,122,5
mechanicalmeter/5C23956.jpg,383,76,417,125,6
mechanicalmeter/5C23956.jpg,417,147,439,180,11
mechanicalmeter/5C23956.jpg,437,62,485,129,-1
mechanicalmeter/5C91085.jpg,91,110,143,177,9
mechanicalmeter/5C91085.jpg,189,108,237,179,1
mechanicalmeter/5C91085.jpg,278,96,342,170,10
mechanicalmeter/5C91085.jpg,383,92,440,166,9
mechanicalmeter/5C91085.jpg,487,103,542,172,9
mechanicalmeter/79950_607_0450.jpg,100,42,131,96,7
mechanicalmeter/79950_607_0450.jpg,164,32,198,87,9
mechanicalmeter/79950_607_0450.jpg,236,31,271,89,9
mechanicalmeter/79950_607_0450.jpg,310,40,347,97,5
mechanicalmeter/79950_607_0450.jpg,381,41,417,98,10
mechanicalmeter/79950_607_0450.jpg,450,44,496,108,-1
mechanicalmeter/5C076178.jpg,224,58,255,107,10
mechanicalmeter/5C076178.jpg,285,55,315,104,7
mechanicalmeter/5C076178.jpg,350,55,381,102,6
mechanicalmeter/5C076178.jpg,413,57,438,100,1
mechanicalmeter/5C076178.jpg,475,58,500,102,7
mechanicalmeter/5C076178.jpg,531,64,555,105,8
mechanicalmeter/5C114426.jpg,147,120,173,172,1
mechanicalmeter/5C114426.jpg,211,120,236,174,1
mechanicalmeter/5C114426.jpg,277,124,307,179,4
mechanicalmeter/5C114426.jpg,343,127,369,178,4
mechanicalmeter/5C114426.jpg,404,119,437,179,2
mechanicalmeter/5C114426.jpg,471,113,504,159,6
mechanicalmeter/5C81346.jpg,102,45,133,98,8
mechanicalmeter/5C81346.jpg,167,38,197,93,1
mechanicalmeter/5C81346.jpg,237,40,271,93,3
mechanicalmeter/5C81346.jpg,311,40,346,97,4
mechanicalmeter/5C81346.jpg,383,53,414,99,6
mechanicalmeter/5C81346.jpg,450,55,491,107,-1
mechanicalmeter/5C013549.jpg,126,167,168,231,10
mechanicalmeter/5C013549.jpg,197,159,243,237,1
mechanicalmeter/5C013549.jpg,297,159,343,227,3
mechanicalmeter/5C013549.jpg,385,157,430,223,5
mechanicalmeter/5C013549.jpg,475,161,518,225,4
mechanicalmeter/5C013549.jpg,547,152,596,222,9
mechanicalmeter/3_6.jpg,62,85,118,150,10
mechanicalmeter/3_6.jpg,161,82,221,150,10
mechanicalmeter/3_6.jpg,271,76,335,145,10
mechanicalmeter/3_6.jpg,379,74,451,141,10
mechanicalmeter/3_6.jpg,497,62,572,118,3
mechanicalmeter/5C73691.jpg,158,104,189,162,7
mechanicalmeter/5C73691.jpg,222,110,255,167,3
mechanicalmeter/5C73691.jpg,285,98,320,157,6
mechanicalmeter/5C73691.jpg,354,100,387,162,9
mechanicalmeter/5C73691.jpg,417,102,447,159,1
mechanicalmeter/5C73691.jpg,475,92,530,162,-1
mechanicalmeter/5C00662.jpg,125,127,155,172,10
mechanicalmeter/5C00662.jpg,191,123,223,171,10
mechanicalmeter/5C00662.jpg,259,120,293,174,6
mechanicalmeter/5C00662.jpg,327,119,367,173,6
mechanicalmeter/5C00662.jpg,391,119,427,172,2
mechanicalmeter/5C00662.jpg,448,108,496,172,-1
mechanicalmeter/81274.jpg,102,44,134,99,8
mechanicalmeter/81274.jpg,167,37,198,93,1
mechanicalmeter/81274.jpg,238,35,269,93,2
mechanicalmeter/81274.jpg,311,37,344,90,7
mechanicalmeter/81274.jpg,381,45,417,100,4
mechanicalmeter/81274.jpg,450,49,486,107,-1
mechanicalmeter/5C16964.jpg,125,75,160,134,1
mechanicalmeter/5C16964.jpg,181,93,214,140,6
mechanicalmeter/5C16964.jpg,241,92,278,144,9
mechanicalmeter/5C16964.jpg,304,88,338,139,6
mechanicalmeter/5C16964.jpg,368,90,403,143,4
mechanicalmeter/5C16964.jpg,418,70,462,137,-1
mechanicalmeter/5C274604.jpg,143,119,179,167,2
mechanicalmeter/5C274604.jpg,205,111,238,166,7
mechanicalmeter/5C274604.jpg,268,110,301,166,4
mechanicalmeter/5C274604.jpg,330,107,363,167,6
mechanicalmeter/5C274604.jpg,394,108,427,165,10
mechanicalmeter/5C274604.jpg,450,109,487,161,4
mechanicalmeter/5C325395.jpg,131,76,159,134,3
mechanicalmeter/5C325395.jpg,200,74,235,129,2
mechanicalmeter/5C325395.jpg,269,63,314,136,5
mechanicalmeter/5C325395.jpg,351,66,393,135,3
mechanicalmeter/5C325395.jpg,427,71,467,136,9
mechanicalmeter/5C325395.jpg,500,84,538,143,5
mechanicalmeter/2214_53.jpg,113,112,168,178,9
mechanicalmeter/2214_53.jpg,203,109,261,181,1
mechanicalmeter/2214_53.jpg,304,101,359,172,2
mechanicalmeter/2214_53.jpg,408,109,457,172,3
mechanicalmeter/2214_53.jpg,504,104,559,147,1
mechanicalmeter/5C0452.jpg,87,73,142,142,10
mechanicalmeter/5C0452.jpg,175,57,241,130,4
mechanicalmeter/5C0452.jpg,282,52,343,126,5
mechanicalmeter/5C0452.jpg,394,61,451,129,2
mechanicalmeter/5C0452.jpg,490,52,577,139,-1
mechanicalmeter/5C24903.jpg,156,109,191,158,2
mechanicalmeter/5C24903.jpg,212,115,243,158,4
mechanicalmeter/5C24903.jpg,270,110,301,158,9
mechanicalmeter/5C24903.jpg,328,108,363,158,10
mechanicalmeter/5C24903.jpg,386,118,417,160,3
mechanicalmeter/5C24903.jpg,445,105,481,160,-1
mechanicalmeter/5C40303.jpg,159,98,186,141,4
mechanicalmeter/5C40303.jpg,219,91,250,139,10
mechanicalmeter/5C40303.jpg,275,90,308,147,3
mechanicalmeter/5C40303.jpg,336,97,369,143,10
mechanicalmeter/5C40303.jpg,395,102,426,151,3
mechanicalmeter/5C40303.jpg,447,165,465,185,11
mechanicalmeter/5C40303.jpg,449,81,491,152,-1
mechanicalmeter/00422.jpg,80,125,110,177,10
mechanicalmeter/00422.jpg,144,120,173,180,10
mechanicalmeter/00422.jpg,213,117,250,178,4
mechanicalmeter/00422.jpg,288,116,327,177,2
mechanicalmeter/00422.jpg,366,117,402,178,2
mechanicalmeter/00422.jpg,420,184,442,211,11
mechanicalmeter/00422.jpg,437,120,477,180,-1
mechanicalmeter/00422.jpg,514,124,547,178,-1
mechanicalmeter/00422.jpg,575,125,606,171,-1
mechanicalmeter/5C012308.jpg,126,181,155,239,10
mechanicalmeter/5C012308.jpg,190,179,223,237,1
mechanicalmeter/5C012308.jpg,252,179,287,235,2
mechanicalmeter/5C012308.jpg,318,188,349,245,3
mechanicalmeter/5C012308.jpg,383,189,418,246,10
mechanicalmeter/5C012308.jpg,444,186,495,247,8
mechanicalmeter/5C35158.jpg,113,144,156,193,3
mechanicalmeter/5C35158.jpg,187,141,235,194,5
mechanicalmeter/5C35158.jpg,270,138,303,191,1
mechanicalmeter/5C35158.jpg,343,134,390,192,5
mechanicalmeter/5C35158.jpg,423,126,471,178,8
mechanicalmeter/5C17847.jpg,147,114,185,167,1
mechanicalmeter/5C17847.jpg,208,109,248,160,7
mechanicalmeter/5C17847.jpg,271,113,301,160,8
mechanicalmeter/5C17847.jpg,330,116,365,166,4
mechanicalmeter/5C17847.jpg,384,110,422,162,7
mechanicalmeter/5C17847.jpg,448,94,483,168,-1
mechanicalmeter/5C07620.jpg,226,58,254,107,10
mechanicalmeter/5C07620.jpg,287,57,319,104,7
mechanicalmeter/5C07620.jpg,350,55,381,106,6
mechanicalmeter/5C07620.jpg,414,59,438,104,2
mechanicalmeter/5C07620.jpg,475,60,501,104,10
mechanicalmeter/5C07620.jpg,528,55,558,106,1
mechanicalmeter/79967_607_1030.jpg,100,43,133,97,7
mechanicalmeter/79967_607_1030.jpg,164,32,196,89,9
mechanicalmeter/79967_607_1030.jpg,235,31,271,90,9
mechanicalmeter/79967_607_1030.jpg,310,41,347,97,6
mechanicalmeter/79967_607_1030.jpg,383,43,424,100,7
mechanicalmeter/79967_607_1030.jpg,450,46,496,103,-1
mechanicalmeter/5C86093.jpg,146,76,175,125,8
mechanicalmeter/5C86093.jpg,197,75,228,123,6
mechanicalmeter/5C86093.jpg,251,72,286,119,10
mechanicalmeter/5C86093.jpg,309,75,340,126,9
mechanicalmeter/5C86093.jpg,362,80,397,130,3
mechanicalmeter/5C86093.jpg,415,82,457,129,-1
mechanicalmeter/5C00552.jpg,123,83,152,140,10
mechanicalmeter/5C00552.jpg,181,79,208,135,10
mechanicalmeter/5C00552.jpg,241,77,275,138,5
mechanicalmeter/5C00552.jpg,301,70,339,137,5
mechanicalmeter/5C00552.jpg,368,66,409,130,3
mechanicalmeter/5C00552.jpg,430,61,485,132,-1
mechanicalmeter/5C074725.jpg,225,58,255,107,10
mechanicalmeter/5C074725.jpg,280,55,315,101,7
mechanicalmeter/5C074725.jpg,352,54,382,109,4
mechanicalmeter/5C074725.jpg,413,55,449,105,7
mechanicalmeter/5C074725.jpg,475,57,510,106,2
mechanicalmeter/5C074725.jpg,527,53,563,98,5
mechanicalmeter/5C79565.jpg,126,67,163,125,7
mechanicalmeter/5C79565.jpg,186,64,217,119,9
mechanicalmeter/5C79565.jpg,250,63,285,126,5
mechanicalmeter/5C79565.jpg,318,64,351,122,6
mechanicalmeter/5C79565.jpg,381,60,416,117,5
mechanicalmeter/5C79565.jpg,445,47,483,120,-1
mechanicalmeter/5C12232.jpg,103,43,132,99,1
mechanicalmeter/5C12232.jpg,163,38,202,95,2
mechanicalmeter/5C12232.jpg,233,41,273,98,2
mechanicalmeter/5C12232.jpg,304,46,342,102,3
mechanicalmeter/5C12232.jpg,376,55,412,106,2
mechanicalmeter/5C12232.jpg,443,30,489,116,-1
mechanicalmeter/5C648461.jpg,138,32,164,79,6
mechanicalmeter/5C648461.jpg,197,26,228,74,4
mechanicalmeter/5C648461.jpg,257,23,288,76,8
mechanicalmeter/5C648461.jpg,320,23,352,75,4
mechanicalmeter/5C648461.jpg,382,27,412,80,6
mechanicalmeter/5C648461.jpg,441,26,491,79,7
mechanicalmeter/81308.jpg,102,44,134,100,8
mechanicalmeter/81308.jpg,167,38,197,93,1
mechanicalmeter/81308.jpg,237,40,271,92,3
mechanicalmeter/81308.jpg,308,35,343,94,10
mechanicalmeter/81308.jpg,381,44,413,102,8
mechanicalmeter/81308.jpg,445,47,493,102,-1
mechanicalmeter/0511_2042.png.jpg,97,83,131,152,10
mechanicalmeter/0511_2042.png.jpg,175,81,213,152,2
mechanicalmeter/0511_2042.png.jpg,252,81,288,150,5
mechanicalmeter/0511_2042.png.jpg,334,81,367,150,4
mechanicalmeter/0511_2042.png.jpg,412,83,445,152,2
mechanicalmeter/0511_2042.png.jpg,485,91,530,155,7
mechanicalmeter/5C00596.jpg,125,125,155,175,10
mechanicalmeter/5C00596.jpg,191,122,224,172,10
mechanicalmeter/5C00596.jpg,259,119,293,174,5
mechanicalmeter/5C00596.jpg,327,120,368,174,9
mechanicalmeter/5C00596.jpg,392,121,424,171,6
mechanicalmeter/5C00596.jpg,449,106,496,169,-1
mechanicalmeter/5C81425.jpg,125,67,160,126,8
mechanicalmeter/5C81425.jpg,186,67,217,124,1
mechanicalmeter/5C81425.jpg,253,64,286,117,4
mechanicalmeter/5C81425.jpg,317,59,348,120,2
mechanicalmeter/5C81425.jpg,381,58,417,117,5
mechanicalmeter/5C81425.jpg,419,119,461,149,11
mechanicalmeter/5C81425.jpg,442,60,477,116,-1
mechanicalmeter/5C716203.jpg,127,105,160,159,7
mechanicalmeter/5C716203.jpg,187,106,218,164,1
mechanicalmeter/5C716203.jpg,248,107,283,166,6
mechanicalmeter/5C716203.jpg,313,109,347,166,2
mechanicalmeter/5C716203.jpg,377,109,412,167,10
mechanicalmeter/5C716203.jpg,443,114,476,169,3
mechanicalmeter/5C655330.jpg,136,27,161,74,6
mechanicalmeter/5C655330.jpg,195,19,226,71,5
mechanicalmeter/5C655330.jpg,256,17,288,74,5
mechanicalmeter/5C655330.jpg,318,18,348,71,3
mechanicalmeter/5C655330.jpg,379,21,412,76,3
mechanicalmeter/5C655330.jpg,439,28,470,75,10
mechanicalmeter/5C72259.jpg,127,50,161,103,7
mechanicalmeter/5C72259.jpg,174,48,208,94,2
mechanicalmeter/5C72259.jpg,222,42,250,89,2
mechanicalmeter/5C72259.jpg,269,36,303,83,5
mechanicalmeter/5C72259.jpg,321,33,362,91,9
mechanicalmeter/5C72259.jpg,370,25,412,74,-1
mechanicalmeter/5C325272.jpg,131,75,158,136,3
mechanicalmeter/5C325272.jpg,191,64,237,137,2
mechanicalmeter/5C325272.jpg,269,64,314,137,5
mechanicalmeter/5C325272.jpg,351,66,392,135,2
mechanicalmeter/5C325272.jpg,426,68,467,140,7
mechanicalmeter/5C325272.jpg,498,78,543,145,2
mechanicalmeter/5C00787.jpg,126,124,156,175,10
mechanicalmeter/5C00787.jpg,193,121,226,174,10
